target,seed,policy,variant,case,method,baseline,method_score,baseline_score,gain_percent
T2,61730,SELECTED,CALIBRATED,S3,PATH,FROZEN_WEATHER,0.13928119613845596,0.1372814236553199,-1.4566956183066762
T2,61730,SELECTED,CALIBRATED,MEAN,PATH,FROZEN_WEATHER,0.13814633374009938,0.13630327866518258,-1.3521722242970495
T2,61730,SELECTED,CALIBRATED,WORST,PATH,FROZEN_WEATHER,0.14062253760868862,0.1397305368143764,-0.6383721229792457
T2,61731,SELECTED,CALIBRATED,S0,PATH,FROZEN_WEATHER,0.13680415678241375,0.13240485537487492,-3.3226133551395725
T2,61731,SELECTED,CALIBRATED,S1,PATH,FROZEN_WEATHER,0.13727330097021745,0.13579629881615904,-1.08766009599273
T2,61731,SELECTED,CALIBRATED,S2,PATH,FROZEN_WEATHER,0.1415401111486521,0.1397305368143764,-1.2950457183740798
T2,61731,SELECTED,CALIBRATED,S3,PATH,FROZEN_WEATHER,0.14015562735017498,0.1372814236553199,-2.093658135474691
T2,61731,SELECTED,CALIBRATED,MEAN,PATH,FROZEN_WEATHER,0.13894329906286457,0.13630327866518258,-1.9368722627479689
T2,61731,SELECTED,CALIBRATED,WORST,PATH,FROZEN_WEATHER,0.1415401111486521,0.1397305368143764,-1.2950457183740798
T0,61730,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.0840940684786449,0.0896589137559294,6.20668380216293
T0,61730,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.09282685796203166,0.0980543608282096,5.331229352804089
T0,61730,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.0968179958099909,0.10250785075378258,5.550652854344154
T0,61730,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.10990320130300335,0.11422084182876524,3.780081162625909
T0,61730,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.0959105308884177,0.1011104917916717,5.1428499764080025
T0,61730,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.10990320130300335,0.11422084182876524,3.780081162625909
T0,61731,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.08404371869957543,0.0896589137559294,6.262840827672439
T0,61731,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.09470465966745831,0.0980543608282096,3.4161674528886534
T0,61731,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.09869860963500773,0.10250785075378258,3.7160481765678615
T0,61731,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.11275217244181288,0.11422084182876524,1.2858155862256102
T0,61731,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.0975497901109636,0.1011104917916717,3.5215946610610684
T0,61731,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.11275217244181288,0.11422084182876524,1.2858155862256102
T1,61730,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.08235917082586733,0.08703320735057242,5.370405925496839
T1,61730,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.08995407009918531,0.09498270472920116,5.294263460229579
T1,61730,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.09219575635535159,0.09684594650878871,4.801636331795385
T1,61730,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.10363326494180916,0.10949725996625756,5.355380606104148
T1,61730,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.09203556555555334,0.09708977963870496,5.205711766943549
T1,61730,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.10363326494180916,0.10949725996625756,5.355380606104148
T1,61731,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.081827467882751,0.08703320735057242,5.981325549514158
T1,61731,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.08979017478782798,0.09498270472920116,5.466816254787911
T1,61731,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.09204981269501966,0.09684594650878871,4.952333047138736
T1,61731,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.1034830707048103,0.10949725996625756,5.492547725213011
T1,61731,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.09178763151760225,0.09708977963870496,5.461077510767168
T1,61731,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.1034830707048103,0.10949725996625756,5.492547725213011
T2,61730,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.13442275621924057,0.13240485537487492,-1.524038403767303
T2,61730,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.1352535707430875,0.13579629881615904,0.39966337654481005
T2,61730,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.13931653340249722,0.1397305368143764,0.2962869973291124
T2,61730,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.13802186740912473,0.1372814236553199,-0.5393619428539033
T2,61730,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.1367536819434875,0.13630327866518258,-0.33044199869270946
T2,61730,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.13931653340249722,0.1397305368143764,0.2962869973291124
T2,61731,SELECTED,CALIBRATED,S0,POINT,FROZEN_WEATHER,0.1346044936666954,0.13240485537487492,-1.6612973033297769
T2,61731,SELECTED,CALIBRATED,S1,POINT,FROZEN_WEATHER,0.13609371306037507,0.13579629881615904,-0.21901498553997512
T2,61731,SELECTED,CALIBRATED,S2,POINT,FROZEN_WEATHER,0.14049882977285993,0.1397305368143764,-0.5498389800821972
T2,61731,SELECTED,CALIBRATED,S3,POINT,FROZEN_WEATHER,0.1392460279551841,0.1372814236553199,-1.4310780348525807
T2,61731,SELECTED,CALIBRATED,MEAN,POINT,FROZEN_WEATHER,0.13761076611377862,0.13630327866518258,-0.9592487146312725
T2,61731,SELECTED,CALIBRATED,WORST,POINT,FROZEN_WEATHER,0.14049882977285993,0.1397305368143764,-0.5498389800821972
T0,61730,FIXED512,RAW,S0,PATH,LATEST,0.08359340273956965,0.08318319510088368,-0.4931376321725554
T0,61730,FIXED512,RAW,S1,PATH,LATEST,0.09392404705590093,0.09444021909529131,0.5465595530539287
T0,61730,FIXED512,RAW,S2,PATH,LATEST,0.0979920142821443,0.09866937793319516,0.6864983495786102
T0,61730,FIXED512,RAW,S3,PATH,LATEST,0.10940860685210055,0.1126299534858988,2.8601153903535623
T0,61730,FIXED512,RAW,MEAN,PATH,LATEST,0.09622951773242885,0.09723068640381724,1.02968384613716
T0,61730,FIXED512,RAW,WORST,PATH,LATEST,0.10940860685210055,0.1126299534858988,2.8601153903535623
T0,61731,FIXED512,RAW,S0,PATH,LATEST,0.08409706303039664,0.08303164133252057,-1.2831514357392153
T0,61731,FIXED512,RAW,S1,PATH,LATEST,0.09395413848406911,0.09462274221555848,0.7065994028858705
T0,61731,FIXED512,RAW,S2,PATH,LATEST,0.09810094034315647,0.09888115849425101,0.789046328922108
T0,61731,FIXED512,RAW,S3,PATH,LATEST,0.10948730773368391,0.1129584304312957,3.072920440164068
T0,61731,FIXED512,RAW,MEAN,PATH,LATEST,0.09640986239782653,0.09737349311840644,0.9896232431634455
T0,61731,FIXED512,RAW,WORST,PATH,LATEST,0.10948730773368391,0.1129584304312957,3.072920440164068
T1,61730,FIXED512,RAW,S0,PATH,LATEST,0.08003494645568612,0.0805267205842159,0.6106968282850495
T1,61730,FIXED512,RAW,S1,PATH,LATEST,0.08968591745505856,0.09084367612668823,1.2744515864979784
T1,61730,FIXED512,RAW,S2,PATH,LATEST,0.09216225015533147,0.09315406262751989,1.0647012531855131
T1,61730,FIXED512,RAW,S3,PATH,LATEST,0.10337383635066709,0.10648899581569066,2.925334623696924
T1,61730,FIXED512,RAW,MEAN,PATH,LATEST,0.09131423760418582,0.09275336378852866,1.5515622566788574
T1,61730,FIXED512,RAW,WORST,PATH,LATEST,0.10337383635066709,0.10648899581569066,2.925334623696924
T1,61731,FIXED512,RAW,S0,PATH,LATEST,0.07978432958954362,0.08038028451799083,0.7414192821298317
T1,61731,FIXED512,RAW,S1,PATH,LATEST,0.08964203157783701,0.09115686194630705,1.661784243255655
T1,61731,FIXED512,RAW,S2,PATH,LATEST,0.09220566947637301,0.09355102904415703,1.4381023720743844
T1,61731,FIXED512,RAW,S3,PATH,LATEST,0.10338647335233948,0.107002229869763,3.379141277545721
T1,61731,FIXED512,RAW,MEAN,PATH,LATEST,0.09125462599902327,0.09302260134455448,1.9005868681124587
T1,61731,FIXED512,RAW,WORST,PATH,LATEST,0.10338647335233948,0.107002229869763,3.379141277545721
T2,61730,FIXED512,RAW,S0,PATH,LATEST,0.14224851987771175,0.13718202226510903,-3.6932664564541398
T2,61730,FIXED512,RAW,S1,PATH,LATEST,0.1407727825958616,0.13265955431285112,-6.115826579574543
T2,61730,FIXED512,RAW,S2,PATH,LATEST,0.14486370324042716,0.13830413490699464,-4.742857715601657
T2,61730,FIXED512,RAW,S3,PATH,LATEST,0.1438311510021062,0.14017028708952897,-2.611726057348353
T2,61730,FIXED512,RAW,MEAN,PATH,LATEST,0.1429290391790267,0.13707899964362094,-4.267640959311585
T2,61730,FIXED512,RAW,WORST,PATH,LATEST,0.14486370324042716,0.14017028708952897,-3.3483673668303395
T2,61731,FIXED512,RAW,S0,PATH,LATEST,0.14446666111921103,0.13826484464568953,-4.485461571532488
T2,61731,FIXED512,RAW,S1,PATH,LATEST,0.14193949489651161,0.1332704996253337,-6.504811864252978
T2,61731,FIXED512,RAW,S2,PATH,LATEST,0.14607363116561056,0.13956125361577998,-4.666322049355853
T2,61731,FIXED512,RAW,S3,PATH,LATEST,0.14592901944208578,0.14134924360900822,-3.2400426886937295
T2,61731,FIXED512,RAW,MEAN,PATH,LATEST,0.14460220165585475,0.13811146037395286,-4.699639888194251
T2,61731,FIXED512,RAW,WORST,PATH,LATEST,0.14607363116561056,0.14134924360900822,-3.3423507872958
T0,61730,FIXED512,RAW,S0,PATH,DROP,0.08359340273956965,0.08345641345025531,-0.16414471177340215
T0,61730,FIXED512,RAW,S1,PATH,DROP,0.09392404705590093,0.09548645602163364,1.6362623882267873
T0,61730,FIXED512,RAW,S2,PATH,DROP,0.0979920142821443,0.0998172004945139,1.8285287538893815
T0,61730,FIXED512,RAW,S3,PATH,DROP,0.10940860685210055,0.11337175057482025,3.4957065606076263
T0,61730,FIXED512,RAW,MEAN,PATH,DROP,0.09622951773242885,0.09803295513530577,1.8396236249206201
T0,61730,FIXED512,RAW,WORST,PATH,DROP,0.10940860685210055,0.11337175057482025,3.4957065606076263
T0,61731,FIXED512,RAW,S0,PATH,DROP,0.08409706303039664,0.08405653737742691,-0.04821237494921656
T0,61731,FIXED512,RAW,S1,PATH,DROP,0.09395413848406911,0.0956819702163248,1.8058070170892984
T0,61731,FIXED512,RAW,S2,PATH,DROP,0.09810094034315647,0.10014087345679117,2.0370634319610605
T0,61731,FIXED512,RAW,S3,PATH,DROP,0.10948730773368391,0.11381180902653609,3.799694715197692
T0,61731,FIXED512,RAW,MEAN,PATH,DROP,0.09640986239782653,0.09842279751926974,2.0451919394478772
T0,61731,FIXED512,RAW,WORST,PATH,DROP,0.10948730773368391,0.11381180902653609,3.799694715197692
T1,61730,FIXED512,RAW,S0,PATH,DROP,0.08003494645568612,0.08066032392807305,0.7753222922146917
T1,61730,FIXED512,RAW,S1,PATH,DROP,0.08968591745505856,0.09119561400980193,1.6554486431563487
T1,61730,FIXED512,RAW,S2,PATH,DROP,0.09216225015533147,0.0936072641617923,1.5436985787376938
T1,61730,FIXED512,RAW,S3,PATH,DROP,0.10337383635066709,0.10627242113747978,2.7275042346715024
T1,61730,FIXED512,RAW,MEAN,PATH,DROP,0.09131423760418582,0.09293390580928676,1.7428173183904745
T1,61730,FIXED512,RAW,WORST,PATH,DROP,0.10337383635066709,0.10627242113747978,2.7275042346715024
T1,61731,FIXED512,RAW,S0,PATH,DROP,0.07978432958954362,0.08015606867033388,0.46376910314694814
T1,61731,FIXED512,RAW,S1,PATH,DROP,0.08964203157783701,0.09170582000252758,2.250444327997601
T1,61731,FIXED512,RAW,S2,PATH,DROP,0.09220566947637301,0.09429932507655024,2.220223313875938
T1,61731,FIXED512,RAW,S3,PATH,DROP,0.10338647335233948,0.10727926236790082,3.628650057465444
T1,61731,FIXED512,RAW,MEAN,PATH,DROP,0.09125462599902327,0.09336011902932813,2.25523815971511
T1,61731,FIXED512,RAW,WORST,PATH,DROP,0.10338647335233948,0.10727926236790082,3.628650057465444
T2,61730,FIXED512,RAW,S0,PATH,DROP,0.14224851987771175,0.13720653729653998,-3.674739324027037
T2,61730,FIXED512,RAW,S1,PATH,DROP,0.1407727825958616,0.13559275121760445,-3.820286358777422
T2,61730,FIXED512,RAW,S2,PATH,DROP,0.14486370324042716,0.14065404423696126,-2.992917143835441
T2,61730,FIXED512,RAW,S3,PATH,DROP,0.1438311510021062,0.1414628913614332,-1.6741207661464872
T2,61730,FIXED512,RAW,MEAN,PATH,DROP,0.1429290391790267,0.13872905602813473,-3.02747187297244
T2,61730,FIXED512,RAW,WORST,PATH,DROP,0.14486370324042716,0.1414628913614332,-2.404031082826519
T2,61731,FIXED512,RAW,S0,PATH,DROP,0.14446666111921103,0.14342827266490632,-0.7239775220124899
T2,61731,FIXED512,RAW,S1,PATH,DROP,0.14193949489651161,0.14101135476747867,-0.6582024054469982
T2,61731,FIXED512,RAW,S2,PATH,DROP,0.14607363116561056,0.1470038268982412,0.6327697395759256
T2,61731,FIXED512,RAW,S3,PATH,DROP,0.14592901944208578,0.14832348979173066,1.6143568041765257
T2,61731,FIXED512,RAW,MEAN,PATH,DROP,0.14460220165585475,0.1449417360305892,0.23425576651214605
T2,61731,FIXED512,RAW,WORST,PATH,DROP,0.14607363116561056,0.14832348979173066,1.5168592845807811
T0,61730,FIXED512,RAW,S0,PATH,POINT,0.08359340273956965,0.08358602903142794,-0.008821699304490727
T0,61730,FIXED512,RAW,S1,PATH,POINT,0.09392404705590093,0.09647252409224383,2.641660991378359
T0,61730,FIXED512,RAW,S2,PATH,POINT,0.0979920142821443,0.1005747232605377,2.567950370296241
T0,61730,FIXED512,RAW,S3,PATH,POINT,0.10940860685210055,0.11586776669470214,5.574595961291559
T0,61730,FIXED512,RAW,MEAN,PATH,POINT,0.09622951773242885,0.09912526076972789,2.9212967661451734
T0,61730,FIXED512,RAW,WORST,PATH,POINT,0.10940860685210055,0.11586776669470214,5.574595961291559
T0,61731,FIXED512,RAW,S0,PATH,POINT,0.08409706303039664,0.08288282423619962,-1.465006538310857
T0,61731,FIXED512,RAW,S1,PATH,POINT,0.09395413848406911,0.09553910027720407,1.658966630977509
T0,61731,FIXED512,RAW,S2,PATH,POINT,0.09810094034315647,0.09992344361355188,1.8238995820078312
T0,61731,FIXED512,RAW,S3,PATH,POINT,0.10948730773368391,0.11514915607864566,4.91696903196995
T0,61731,FIXED512,RAW,MEAN,PATH,POINT,0.09640986239782653,0.0983736310514003,1.9962347964442813
T0,61731,FIXED512,RAW,WORST,PATH,POINT,0.10948730773368391,0.11514915607864566,4.91696903196995
T1,61730,FIXED512,RAW,S0,PATH,POINT,0.08003494645568612,0.07970397690551766,-0.4152484769496549
T1,61730,FIXED512,RAW,S1,PATH,POINT,0.08968591745505856,0.09009508813448036,0.45415425845529855
T1,61730,FIXED512,RAW,S2,PATH,POINT,0.09216225015533147,0.09237389059897383,0.2291128394290119
T1,61730,FIXED512,RAW,S3,PATH,POINT,0.10337383635066709,0.10452290519762429,1.099346449263562
T1,61730,FIXED512,RAW,MEAN,PATH,POINT,0.09131423760418582,0.09167396520914904,0.3923988715253279
T1,61730,FIXED512,RAW,WORST,PATH,POINT,0.10337383635066709,0.10452290519762429,1.099346449263562
T1,61731,FIXED512,RAW,S0,PATH,POINT,0.07978432958954362,0.07948392110849746,-0.37794874341453094
T1,61731,FIXED512,RAW,S1,PATH,POINT,0.08964203157783701,0.09006366273031106,0.46814790748250606
T1,61731,FIXED512,RAW,S2,PATH,POINT,0.09220566947637301,0.09235973181231691,0.16680682470685643
T1,61731,FIXED512,RAW,S3,PATH,POINT,0.10338647335233948,0.1044827081202862,1.0492021002027208
T1,61731,FIXED512,RAW,MEAN,PATH,POINT,0.09125462599902327,0.09159750594285292,0.37433327501685937
T1,61731,FIXED512,RAW,WORST,PATH,POINT,0.10338647335233948,0.1044827081202862,1.0492021002027208
T2,61730,FIXED512,RAW,S0,PATH,POINT,0.14224851987771175,0.1366155471676212,-4.123229622745023
T2,61730,FIXED512,RAW,S1,PATH,POINT,0.1407727825958616,0.13550891072398719,-3.8845208361213857
T2,61730,FIXED512,RAW,S2,PATH,POINT,0.14486370324042716,0.14033642682348277,-3.226016594136936
T2,61730,FIXED512,RAW,S3,PATH,POINT,0.1438311510021062,0.14008585266064208,-2.673573576724481
T2,61730,FIXED512,RAW,MEAN,PATH,POINT,0.1429290391790267,0.1381366843439333,-3.469284685566476
T2,61730,FIXED512,RAW,WORST,PATH,POINT,0.14486370324042716,0.14033642682348277,-3.226016594136936
T2,61731,FIXED512,RAW,S0,PATH,POINT,0.14446666111921103,0.14026597856379114,-2.994797882160336
T2,61731,FIXED512,RAW,S1,PATH,POINT,0.14193949489651161,0.13899320124052225,-2.1197394042971336
T2,61731,FIXED512,RAW,S2,PATH,POINT,0.14607363116561056,0.14415370175614428,-1.331862717416792
T2,61731,FIXED512,RAW,S3,PATH,POINT,0.14592901944208578,0.14492304316915344,-0.6941451483034101
T2,61731,FIXED512,RAW,MEAN,PATH,POINT,0.14460220165585475,0.14208398118240279,-1.7723465041559825
T2,61731,FIXED512,RAW,WORST,PATH,POINT,0.14607363116561056,0.14492304316915344,-0.7939303310890037
T0,61730,FIXED512,RAW,S0,LATEST,FROZEN_WEATHER,0.08318319510088368,0.08523022827887197,2.4017689724946343
T0,61730,FIXED512,RAW,S1,LATEST,FROZEN_WEATHER,0.09444021909529131,0.09762468145299348,3.261943916544812
T0,61730,FIXED512,RAW,S2,LATEST,FROZEN_WEATHER,0.09866937793319516,0.10190892423603877,3.1788641938170747
T0,61730,FIXED512,RAW,S3,LATEST,FROZEN_WEATHER,0.1126299534858988,0.11480022176099972,1.8904739396925168
T0,61730,FIXED512,RAW,MEAN,LATEST,FROZEN_WEATHER,0.09723068640381724,0.09989101393222599,2.663230078146698
T0,61730,FIXED512,RAW,WORST,LATEST,FROZEN_WEATHER,0.1126299534858988,0.11480022176099972,1.8904739396925168
T0,61731,FIXED512,RAW,S0,LATEST,FROZEN_WEATHER,0.08303164133252057,0.08523022827887197,2.5795858942881864
T0,61731,FIXED512,RAW,S1,LATEST,FROZEN_WEATHER,0.09462274221555848,0.09762468145299348,3.0749798030126616
T0,61731,FIXED512,RAW,S2,LATEST,FROZEN_WEATHER,0.09888115849425101,0.10190892423603877,2.9710506361296942
T0,61731,FIXED512,RAW,S3,LATEST,FROZEN_WEATHER,0.1129584304312957,0.11480022176099972,1.6043447490357623
T0,61731,FIXED512,RAW,MEAN,LATEST,FROZEN_WEATHER,0.09737349311840644,0.09989101393222599,2.520267554324391
T0,61731,FIXED512,RAW,WORST,LATEST,FROZEN_WEATHER,0.1129584304312957,0.11480022176099972,1.6043447490357623
T1,61730,FIXED512,RAW,S0,LATEST,FROZEN_WEATHER,0.0805267205842159,0.08161036915703702,1.327831970390849
T1,61730,FIXED512,RAW,S1,LATEST,FROZEN_WEATHER,0.09084367612668823,0.0940109499977998,3.3690478302641296
T1,61730,FIXED512,RAW,S2,LATEST,FROZEN_WEATHER,0.09315406262751989,0.09604120648989342,3.006151180199249
T1,61730,FIXED512,RAW,S3,LATEST,FROZEN_WEATHER,0.10648899581569066,0.10971268881087423,2.938304611912908
T1,61730,FIXED512,RAW,MEAN,LATEST,FROZEN_WEATHER,0.09275336378852866,0.09534380361390113,2.716946174984337
T1,61730,FIXED512,RAW,WORST,LATEST,FROZEN_WEATHER,0.10648899581569066,0.10971268881087423,2.938304611912908
T1,61731,FIXED512,RAW,S0,LATEST,FROZEN_WEATHER,0.08038028451799083,0.08161036915703702,1.5072651327911935
T1,61731,FIXED512,RAW,S1,LATEST,FROZEN_WEATHER,0.09115686194630705,0.0940109499977998,3.035910233392537
T1,61731,FIXED512,RAW,S2,LATEST,FROZEN_WEATHER,0.09355102904415703,0.09604120648989342,2.5928219112891235
T1,61731,FIXED512,RAW,S3,LATEST,FROZEN_WEATHER,0.107002229869763,0.10971268881087423,2.4705063475233877
T1,61731,FIXED512,RAW,MEAN,LATEST,FROZEN_WEATHER,0.09302260134455448,0.09534380361390113,2.4345601720972447
T1,61731,FIXED512,RAW,WORST,LATEST,FROZEN_WEATHER,0.107002229869763,0.10971268881087423,2.4705063475233877
T2,61730,FIXED512,RAW,S0,LATEST,FROZEN_WEATHER,0.13718202226510903,0.12856610506327273,-6.701546412715892
T2,61730,FIXED512,RAW,S1,LATEST,FROZEN_WEATHER,0.13265955431285112,0.12974294788371551,-2.247988408394779
T2,61730,FIXED512,RAW,S2,LATEST,FROZEN_WEATHER,0.13830413490699464,0.1335286213458779,-3.5763969649224334
T2,61730,FIXED512,RAW,S3,LATEST,FROZEN_WEATHER,0.14017028708952897,0.13157882228344767,-6.529519459882028
T2,61730,FIXED512,RAW,MEAN,LATEST,FROZEN_WEATHER,0.13707899964362094,0.13085412414407846,-4.75711066828013
T2,61730,FIXED512,RAW,WORST,LATEST,FROZEN_WEATHER,0.14017028708952897,0.1335286213458779,-4.973964140951649
T2,61731,FIXED512,RAW,S0,LATEST,FROZEN_WEATHER,0.13826484464568953,0.12856610506327273,-7.543776470200789
T2,61731,FIXED512,RAW,S1,LATEST,FROZEN_WEATHER,0.1332704996253337,0.12974294788371551,-2.718877441246214
T2,61731,FIXED512,RAW,S2,LATEST,FROZEN_WEATHER,0.13956125361577998,0.1335286213458779,-4.517857077454439
T2,61731,FIXED512,RAW,S3,LATEST,FROZEN_WEATHER,0.14134924360900822,0.13157882228344767,-7.4255272664723115
T2,61731,FIXED512,RAW,MEAN,LATEST,FROZEN_WEATHER,0.13811146037395286,0.13085412414407846,-5.546127244628244
T2,61731,FIXED512,RAW,WORST,LATEST,FROZEN_WEATHER,0.14134924360900822,0.1335286213458779,-5.856888346710807
T0,61730,FIXED512,RAW,S0,DROP,FROZEN_WEATHER,0.08345641345025531,0.08523022827887197,2.081203892605761
T0,61730,FIXED512,RAW,S1,DROP,FROZEN_WEATHER,0.09548645602163364,0.09762468145299348,2.1902508664157896
T0,61730,FIXED512,RAW,S2,DROP,FROZEN_WEATHER,0.0998172004945139,0.10190892423603877,2.0525422647775944
T0,61730,FIXED512,RAW,S3,DROP,FROZEN_WEATHER,0.11337175057482025,0.11480022176099972,1.2443104762927784
T0,61730,FIXED512,RAW,MEAN,DROP,FROZEN_WEATHER,0.09803295513530577,0.09989101393222599,1.8600860315432126
T0,61730,FIXED512,RAW,WORST,DROP,FROZEN_WEATHER,0.11337175057482025,0.11480022176099972,1.2443104762927784
T0,61731,FIXED512,RAW,S0,DROP,FROZEN_WEATHER,0.08405653737742691,0.08523022827887197,1.377082902564527
T0,61731,FIXED512,RAW,S1,DROP,FROZEN_WEATHER,0.0956819702163248,0.09762468145299348,1.9899795909747522
T0,61731,FIXED512,RAW,S2,DROP,FROZEN_WEATHER,0.10014087345679117,0.10190892423603877,1.7349322372911045
T0,61731,FIXED512,RAW,S3,DROP,FROZEN_WEATHER,0.11381180902653609,0.11480022176099972,0.8609850393158469
T0,61731,FIXED512,RAW,MEAN,DROP,FROZEN_WEATHER,0.09842279751926974,0.09989101393222599,1.4698183101358864
T0,61731,FIXED512,RAW,WORST,DROP,FROZEN_WEATHER,0.11381180902653609,0.11480022176099972,0.8609850393158469
T1,61730,FIXED512,RAW,S0,DROP,FROZEN_WEATHER,0.08066032392807305,0.08161036915703702,1.1641231852975262
T1,61730,FIXED512,RAW,S1,DROP,FROZEN_WEATHER,0.09119561400980193,0.0940109499977998,2.9946894357133456
T1,61730,FIXED512,RAW,S2,DROP,FROZEN_WEATHER,0.0936072641617923,0.09604120648989342,2.5342687967557467
T1,61730,FIXED512,RAW,S3,DROP,FROZEN_WEATHER,0.10627242113747978,0.10971268881087423,3.135706280360038
T1,61730,FIXED512,RAW,MEAN,DROP,FROZEN_WEATHER,0.09293390580928676,0.09534380361390113,2.52758722986693
T1,61730,FIXED512,RAW,WORST,DROP,FROZEN_WEATHER,0.10627242113747978,0.10971268881087423,3.135706280360038
T1,61731,FIXED512,RAW,S0,DROP,FROZEN_WEATHER,0.08015606867033388,0.08161036915703702,1.7820045439382033
T1,61731,FIXED512,RAW,S1,DROP,FROZEN_WEATHER,0.09170582000252758,0.0940109499977998,2.451980322851927
T1,61731,FIXED512,RAW,S2,DROP,FROZEN_WEATHER,0.09429932507655024,0.09604120648989342,1.8136813113926062
T1,61731,FIXED512,RAW,S3,DROP,FROZEN_WEATHER,0.10727926236790082,0.10971268881087423,2.217999093220856
T1,61731,FIXED512,RAW,MEAN,DROP,FROZEN_WEATHER,0.09336011902932813,0.09534380361390113,2.0805595218395285
T1,61731,FIXED512,RAW,WORST,DROP,FROZEN_WEATHER,0.10727926236790082,0.10971268881087423,2.217999093220856
T2,61730,FIXED512,RAW,S0,DROP,FROZEN_WEATHER,0.13720653729653998,0.12856610506327273,-6.720614448897651
T2,61730,FIXED512,RAW,S1,DROP,FROZEN_WEATHER,0.13559275121760445,0.12974294788371551,-4.508764005525698
T2,61730,FIXED512,RAW,S2,DROP,FROZEN_WEATHER,0.14065404423696126,0.1335286213458779,-5.3362513738732105
T2,61730,FIXED512,RAW,S3,DROP,FROZEN_WEATHER,0.1414628913614332,0.13157882228344767,-7.511899640424829
T2,61730,FIXED512,RAW,MEAN,DROP,FROZEN_WEATHER,0.13872905602813473,0.13085412414407846,-6.018099876917512
T2,61730,FIXED512,RAW,WORST,DROP,FROZEN_WEATHER,0.1414628913614332,0.1335286213458779,-5.941999502116657
T2,61731,FIXED512,RAW,S0,DROP,FROZEN_WEATHER,0.14342827266490632,0.12856610506327273,-11.55994233030494
T2,61731,FIXED512,RAW,S1,DROP,FROZEN_WEATHER,0.14101135476747867,0.12974294788371551,-8.685178707256345
T2,61731,FIXED512,RAW,S2,DROP,FROZEN_WEATHER,0.1470038268982412,0.1335286213458779,-10.09162336624342
T2,61731,FIXED512,RAW,S3,DROP,FROZEN_WEATHER,0.14832348979173066,0.13157882228344767,-12.725959404174901
T2,61731,FIXED512,RAW,MEAN,DROP,FROZEN_WEATHER,0.1449417360305892,0.13085412414407846,-10.765890627183767
T2,61731,FIXED512,RAW,WORST,DROP,FROZEN_WEATHER,0.14832348979173066,0.1335286213458779,-11.079923013306455
T0,61730,FIXED512,RAW,S0,PATH,FROZEN_WEATHER,0.08359340273956965,0.08523022827887197,1.920475366963294
T0,61730,FIXED512,RAW,S1,PATH,FROZEN_WEATHER,0.09392404705590093,0.09762468145299348,3.790675003507604
T0,61730,FIXED512,RAW,S2,PATH,FROZEN_WEATHER,0.0979920142821443,0.10190892423603877,3.8435396931697854
T0,61730,FIXED512,RAW,S3,PATH,FROZEN_WEATHER,0.10940860685210055,0.11480022176099972,4.69651959394631
T0,61730,FIXED512,RAW,MEAN,PATH,FROZEN_WEATHER,0.09622951773242885,0.09989101393222599,3.6654910743837155
T0,61730,FIXED512,RAW,WORST,PATH,FROZEN_WEATHER,0.10940860685210055,0.11480022176099972,4.69651959394631
T0,61731,FIXED512,RAW,S0,PATH,FROZEN_WEATHER,0.08409706303039664,0.08523022827887197,1.3295344519876564
T0,61731,FIXED512,RAW,S1,PATH,FROZEN_WEATHER,0.09395413848406911,0.09762468145299348,3.7598514169715838
